qna_id;question;answer;tags;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20
171;Mezuniyete Üç Ders Sınavına kimler başvurabilir?;"Mezuniyete üç ders sınavına, mezuniyet şartlarını sağlayan; ancak en fazla 3 dersten başarısız durumda olan öğrenciler başvurabilmektedir. Üç ders sınav başvuruları öncesinde web sayfamızda sınav duyuru şartları yayımlanmaktadır. Ayrıntılı bilgiye ""https://auzef.istanbul.edu.tr/tr/content/olcme-degerlendirme/mezuniyete-uc-ders-sinavi"" buradan ulaşabilirsiniz.";SINAV_HAKKINDA_BILGI-MEZUNIYETE_UC_DERS_SINAVI_SHB-BILGI;Mezuniyete Üç Ders Sınavına başvuru koşulları nelerdir ve kimler başvurabilir?;Mezuniyete Üç Ders Sınavına hangi öğrenciler katılabilir?;Mezuniyete Üç Ders Sınavı için uygun olan öğrenci profili nedir?;Üç Ders Sınavına başvurabilecek öğrenci kriterleri nelerdir?;Mezuniyete Üç Ders Sınavına katılmak için ne gibi şartları taşımam gerekiyor?;Üç Ders Sınavına kimler müracaat edebilir ve başvuru kriterleri nelerdir?;Mezuniyete Üç Ders Sınavına başvurabilmek için hangi öğrenciler uygun görülmektedir?;Üç Ders Sınavına başvuru için gereken şartlar ve uygun öğrenci profili nedir?;;;;;;;;;;;;
172;Mezuniyete Üç Ders Sınavı tarihleri ne zamandır?;"Mezuniyete üç ders sınavı, akademik takvimde de belirtildiği gibi sadece bahar yılı sonlarında gerçekleştirilmektedir. Sınav tarihi ""https://auzef.istanbul.edu.tr/tr/content/akademik-takvim/sinav-tarihleri"" web sayfamızda yayınlanmakta olup, başvuru adımları ile ilgili tüm bilgilendirmeler duyuru olarak web sayfamızdan paylaşılmaktadır.";SINAV_HAKKINDA_BILGI-MEZUNIYETE_UC_DERS_SINAVI_SHB-BILGI;Mezuniyete Üç Ders Sınavının yapılacağı tarihler ne zaman açıklanır?;Üç Ders Sınavının tarihleri genellikle ne zaman belirlenir ve ilan edilir?;Mezuniyete Üç Ders Sınavı tarihleri her dönem ne zaman duyurulur?;Mezuniyete Üç Ders Sınavı için sınav takvimi ne zaman yayınlanır?;Mezuniyete Üç Ders Sınavının düzenleneceği tarih aralıkları nelerdir?;Üç Ders Sınavı için belirlenen tarihler hakkında bilgi alma istiyorum?;Mezuniyete Üç Ders Sınavının gerçekleştirileceği tarihler ne zaman?;Mezuniyete yönelik Üç Ders Sınavının düzenleneceği dönemler ve bu dönemlerin tarihleri ne?;;;;;;;;;;;;
173;Klasik sınav sonuçları neden geç ilan ediliyor?;Klasik sınavlardaki sınav kâğıtları ilgili dersin öğretim görevlisine gönderilir, öğretim görevlisi kâğıtları okur ve sonuçları Fakültemize gönderir. Bu işlemlerden sonra sonuçlar ilan edilir. Bu sebepten klasik sınavların not ilanında gecikmeler yaşanabilir.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Klasik sınav sonuçlarının geç açıklanmama sebepleri neler olabilir?;klasik Sınav sonuçlarının ilanında gecikme yaşanmasının muhtemel nedenleri nedir?;Klasik sınav sonuçlarım neden beklenenden geç açıklanıyor?;klasik Sınav sonuçlarının gecikmeli olarak duyurulmasının sebebi ne?;klasikSınav sonuçlarının ilanında yaşanan gecikmelerin genel sebepleri nedir?;klasikSınav değerlendirme süreçlerindeki gecikmenin muhtemel açıklamaları nelerdir?;Klasik sınav sonuçlarının neden geç duyurulduğu ile ilgili olası gerekçeler neler olabilir?;Sınav sonuçlarımın geç açıklanmasının sebeplerini nasıl öğrenebilirim ve bu süreç genellikle neden uzar?;;;;;;;;;;;;
174;Klasik sınav sonuçlarıma nereden ulaşabilirim?;Klasik sınavlar sadece AKSİS otomasyon sisteminden ilan edilir. Bu ilana kadar auzefsinav.istanbul.edu.tr adresinde klasik sınav sonuçları 0 olarak görünmektedir. Bu sonuçlar dikkate alınmamalıdır.;SINAV_HAKKINDA_BILGI-DIGER-BILGI;Klasik sınav sonuçlarımı kontrol etmek için hangi platformları ziyaret etmeliyim?;Sınav sonuçlarımı öğrenmek için hangi kanallara başvurmalıyım?;Klasik sınav sonuçlarına erişim için hangi adımları takip etmem gerekiyor?;Klasik sınav sonuçlarımı nereden ve nasıl kontrol edebilirim?;Klasik sınavlarımın sonuçlarına nasıl ulaşabilirim ve süreç nasıl işlemektedir?;Sınav sonuçlarımı görüntüleyebileceğim web sitesi ya da platform hangisi?;Klasik sınav sonuçlarımı nereden takip edebilirim?;Klasik sınavlarımın değerlendirme sonuçlarına ulaşmak için ne yapmam gerekiyor?;;;;;;;;;;;;
175;Açık öğretim programlarının canlı dersleri var mı?;"Açık öğretim programlarında ""Canlı Ders"" uygulaması yoktur. Derslere ilişkin videolar haftalık konuların anlatıldığı Ders Videoları şeklinde yayınlanmaktadır.";DERS_MATERYALLERI-CANLI_DERS_ISLEYIS_ANLATIMI-DESTEK;Açık öğretimde sunulan programlar kapsamında canlı dersler düzenleniyor mu?;Açık öğretim sistemi içinde canlı ders anlatımı oluyor mu ve bu derslere nasıl erişebilirim?;Açık öğretim programları içerisinde öğrencilere canlı ders seçeneği sunulmakta mıdır?;Açık öğretimde öğrencilere canlı ders imkanı sağlanıyor mu, sağlanıyorsa bu dersler nasıl işleniyor?;Açık öğretim öğrencileri için canlı dersler mevcut mu ve bu dersler nasıl takip edilir?;Açık öğretimde canlı ders anlatımı gerçekleştiriliyor mu ve bu derslere katılım nasıl sağlanır?;Açık öğretimde sunulan canlı dersler var mı ve bu derslere nasıl katılabilirim?;Açık öğretim eğitim programları kapsamında canlı ders uygulaması bulunmakta mı?;;;;;;;;;;;;
176;Canlı derslere katılımda devam zorunluluğu var mı?;Fakülte bünyesinde yer alan programlarda yürütülen dersler için (canlı dersler dahil) devam zorunluluğu yoktur.;DERS_MATERYALLERI-CANLI_DERS_ISLEYIS_ANLATIMI-DESTEK;Açık öğretimde canlı derslere katılma zorunluluğum var mı yoksa bu katılım isteğe bağlı mıdır?;Canlı derslere düzenli olarak katılmam gerekiyor mu?;Açık öğretim programında canlı derslere devam etme zorunluluğu bulunuyor mu?;Canlı derslere katılım zorunlu mu yoksa katılmadığım takdirde bir yaptırım olacak mı?;Açık öğretim canlı derslerine katılmam gerektiğinde bir devam yükümlülüğü var mıdır?;Canlı derslere katılmak için herhangi bir devam zorunluluğu var mı?;Açık öğretimde verilen canlı dersler için katılım zorunlu mudur ?;Canlı derslere katılımım zorunlu tutuluyor mu?;;;;;;;;;;;;
177;Canlı derse katılamadığım takdirde tekrarını nasıl izlerim?;"Canlı ders videoları kaydedilmekte ve düzenleme işlemi sonrasında sisteme yüklenmektedir. Canlı derse katılım sağlama ve arşiv videolarına ulaşmak için AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" alanına giriş yapılmalıdır. Canlı derslere sadece uzaktan öğretim programı öğrencileri giriş sağlayabilmektedir. Uzaktan öğretim programlarına kayıt olmak için öğrencilerin ÖSYM sınavlarına girmiş ve programa yerleştirilerek kayıt yaptırmış olması gerekmektedir.  ";DERS_MATERYALLERI-CANLI_DERS_ISLEYIS_ANLATIMI-DESTEK;Canlı dersi kaçırırsam, dersin tekrarını nereden ve nasıl izleyebilirim?;Bir canlı ders seansını kaçırdığımda, dersin tekrarı için ne yapmam gerekiyor?;Canlı derslere katılamama durumumda, ders içeriğini sonradan izleyebileceğim bir sistem mevcut mu?;Canlı dersin tekrarını izleme seçeneklerim nelerdir ve bu içeriklere nasıl erişirim?;Kaçırdığım canlı dersleri sonradan izleyebilmem mümkün mü?;Canlı dersi kaçırırsam, o dersin tekrar kaydını nereden bulabilirim?;Canlı derse katılamadım, dersin tekrarını izlemek istiyorum?;Canlı dersi kaçırdığım zaman, bu dersin tekrarını nasıl ve nereden takip edebilirim?;;;;;;;;;;;;
178;Kesin kayıt işlemini tamamlamış bir öğrenci canlı derse nasıl girebilir?;"Canlı derslere sadece uzaktan öğretim programı öğrencileri giriş sağlayabilmektedir. Uzaktan öğretim programlarına kayıt olmak için öğrencilerin ÖSYM sınavlarına girmiş ve programa yerleştirilerek kayıt yaptırmış olması gerekmektedir. Canlı Ders programına AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" alanından ulaşılır. ";DERS_MATERYALLERI-CANLI_DERS_ISLEYIS_ANLATIMI-DESTEK;Kayıt işlemlerimi bitirdikten sonra canlı derslere giriş yapmak için ne yapmalıyım?;Kayıt sürecini tamamlamış bir öğrenci olarak canlı derslere katılım sağlama yöntemi nedir?;Tam kayıtlı bir öğrenci olarak canlı derslere nasıl erişebilirim?;Kaydımı tamamladıktan sonra canlı derslere nasıl katılabilirim ve süreç nasıl işler?;Kesin kayıtlı bir öğrenci olarak canlı derslere giriş yapmak için hangi adımları takip etmeliyim?;Tam kayıt sürecini bitirmiş bir öğrenci olarak canlı ders seanslarına nasıl katılabilirim?;Kesin kaydımı yaptırdıktan sonra canlı dersler için ne gibi işlemler yapmam gerekiyor?;Kesin kayıt işlemini tamamladığım durumda, canlı derslere katılmak için ne yapmalıyım?;;;;;;;;;;;;
179;"AKSİS sistemine giriş yapabiliyorum; ancak AUZEF Öğretim Öğrenme Yönetim Sistemine giriş yapamıyorum ne yapmalıyım?";"AKSİS kullanıcı adı ve şifreniz ile AKSİS sistemine giriş yapıyor ancak; AUZEF Öğrenme Yönetim Sistemine girişte sorun yaşıyorsanız, ""https://auzefcozum.istanbul.edu.tr/"" buradan talep oluşturunuz.";SISTEMLERE_GIRIS_PROBLEMLERI_BILGI_GUNCELLEME-SISTEMSEL_SORUNLAR-DESTEK;AKSİS'e erişebiliyorken AUZEF Öğretim Öğrenme Yönetim Sistemine erişememe sorunu için çözüm yolları nelerdir?;AKSİS sistemine sorunsuz giriş yaptığımda ancak AUZEF eğitim platformuna girişte sorun yaşıyorsam bunun sebebi ne olabilir?;AKSİS sistemine girebiliyorum ama AUZEF Öğretim Öğrenme Yönetim Sistemi'ne girişimde problem var.;Eğer AKSİS'e erişimim var fakat AUZEF eğitim sisteminde giriş yapamıyorsam, sorunu nasıl çözebilirim?;AKSİS sistemine girişte bir sıkıntı yaşamıyorken AUZEF öğrenim sistemine erişemiyorum, bu teknik bir sorun mu?;AKSİS'e girişim aktifken AUZEF platformuna girişte neden sorun yaşadığımı öğrenmek istiyorum.;AKSİS girişimde bir problem yok ama AUZEF Öğretim Sistemine giremiyorum;AKSİS'e erişim sağlayabiliyorum ama AUZEF'in eğitim sistemine giremiyorum;;;;;;;;;;;;
180;Bir dersin kredi AKTS miktarını nasıl öğrenebiliirim?;"Tüm AUZEF programlarının derslerine ait kredi miktarı ve AKTS yükü ilgili programın sayfalarında yayınlanmaktadır.
Kredi ve AKTS bilgilerinize aşağıdaki adımları izleyerek ulaşabilirsiniz;

- İÜ AUZEF web sitesi olan auzef.istanbul.edu.tr adresine girilir.
-Girilen sayfanın üst menü bandında bulunan ‘Programlar’ sekmesinden kayıt olunan programın ismine tıklanır.
-Ekrana gelecek olan yeni sayfa öğrencinin kayıt olduğu programa ait ‘Bölüm Sayfası’ dır.
- Bölüm sayfasının üst kısmından ‘Dersler’ sekmesine tıklanır. Açılan seçeneklerden ilgili dersin bulunduğu yıl seçilir.
-Açılan sayfada ilgili derslerin kredi ve AKTS bilgileri yer alır. Aynı sayfa üzerindeki 'Derse' tıklanarak dersler hakkında detaylı bilgiye ulaşılabilir.";KAYIT_YENILEME_ODEME-KAYIT_YENILEME_ISLEMLERI-BILGI;Bir dersin ne kadar kredi veya AKTS değerine sahip olduğunu nereden öğrenebilirim?;Derslerin kredi veya AKTS puanlarını öğrenmek için ne yapmalıyım?;Derslerin kredi ya da AKTS miktarı bilgisine nasıl ulaşırım?;Kaydolduğum bir dersin kredi veya AKTS değerini nasıl bulabilirim?;Her ders için belirlenen kredi veya AKTS miktarlarını nereden öğrenirim?;Bir ders için öngörülen kredi veya AKTS miktarına nereden erişirim?;Derslerin kredi ve AKTS bilgilerini nereden edinebilirim?;Öğrenci olarak, bir dersin kredi veya AKTS miktarını bulmak için nereye bakmalıyım?;;;;;;;;;;;;
181;Kayıtlı olduğum programın ders materyallerine nasıl erişebilirim?;"AUZEF programlarına kayıtlı tüm öğrenciler  AKSİS den  ""AUZEF Öğrenme Yönetim Sistemi"" alanına tıklayarak ders materyallerine ulaşır. Ders materyallerine akademik takvimde ilan edilen eğitim öğretim başlangıç tarihlerinden itibaren  ulaşılır. Öğrenciler ""Derslerim"" alanından dersin üzerine tıklayarak dersin materyallerine ulaşır. Materyaller içinde Kitap (eKitap), Ünite, Konu anlatımı(video), Ünite sunumları, Sorularla Öğrenelim alanları bulunur.";DERS_MATERYALLERI-DERS_ISLEYIS_ANLATIMI-DESTEK;Programıma ait ders materyallerini nereden ve nasıl indirebilirim?;Kaydolduğum programın ders içeriklerine ulaşmak istiyorum;Ders materyallerini görüntüleme ve indirme işlemi nasıl yapılır?;Programımdaki ders içeriklerine ulaşmak istiyorum;Ders materyallerine erişmek için kullanmam gereken online kaynaklar nelerdir?;Ders içeriklerine ve materyallerine ulaşım sağlamak için ne yapmam gerekiyor?;Ders dokümanları ve öğrenim materyallerini nasıl temin edebilirim?;Kaydolduğum derslerin materyallerini görüntüleme ve indirme süreci hakkında bilgi almak istiyorum.;;;;;;;;;;;;
182;Ders notlarını bilgisayarıma nasıl yükleyebilirim?;"AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" ""Derslerim"" ""Ders İçerikleri"" ""Derse Git"" alanlarını tıklayınız. Kitap( eKitap) görüntüle dedikten sonra sağ üstte yer alan ""Yazdır"" ikonuna tıklayarak, PDF formatında ders kitabınızı bilgisayarınıza indirebilirsiniz.";DERS_MATERYALLERI-DERS_KITABI_SUNUM_INDIRME-DESTEK;Ders notlarını bilgisayarıma indirme işlemi için ne yapmalıyım?;Ders notlarını bilgisayarıma kaydetme adımları nelerdir?;Ders notları ve dokümanlarını bilgisayarıma aktarma yöntemi nedir?;Online ders notlarımı bilgisayarıma nasıl ve nereden indirebilirim?;Ders notlarını indirip bilgisayarımda nasıl saklayabilirim?;Ders notlarımı bilgisayarıma yüklemek için hangi işlemleri gerçekleştirmem gerekiyor?;Ders materyallerini ve notlarını bilgisayarıma indirme rehberi nedir?;Ders içeriğini ve notlarını bilgisayarıma transfer etmek istiyorum;;;;;;;;;;;;
183;Ders videolarını nasıl seyrederim?;"AKSİS ""AUZEF Öğrenme Yönetim Sistemi"" ""Derslerim"" ""Ders İçerikleri"" ""Derse Git"" alanlarını tıklayınız. Konu Anlatımı(Video) alanından ünite bazlı ders videolarınızı görüntüleyebilirsiniz.";DERS_MATERYALLERI-DERS_ISLEYIS_ANLATIMI-DESTEK;Ders videolarını izlemek için nereye girmeli ve ne yapmalıyım?;Ders videolarını online olarak nereden ve nasıl izleyebilirim?;Ders videolarına nereden erişirim?;Eğitim videolarını seyretmek için hangi adımları izlemem gerekiyor?;Online ders videolarını izlemek için kullanmam gereken platform hangisi?;Ders videolarını nasıl izleyeceğim hakkında bilgi alabilir miyim?;Ders videolarını izlemek için ne yapmalıyım?;Derslerle ilgili video içeriklerine nasıl ulaşırım ve izlerim?;online ders videolarını nasıl seyrederim?;;;;;;;;;;;
184;Derslere ilişkin örnek soruları nasıl görüntüleyebilir ve çözebilirim?;"AUZEF programlarına kayıtlı tüm öğrenciler  AKSİS den  ""AUZEF Öğrenme Yönetim Sistemi"" alanına tıklayarak ders materyallerine ulaşır.
Ders materyallerine akademik takvimde ilan edilen eğitim öğretim başlangıç tarihlerinden itibaren  ulaşılır. 
Öğrenciler ""Derslerim"" ""Ders İçeriklerim"" ""Derse Git"" alanına tıklayarak dersin materyallerine ulaşır. 
Materyaller içinde Kitap (eKitap), Ünite, Konu anlatımı(video), Ünite sunumları, Sorularla Öğrenelim alanları bulunur.
Sorularla öğrenelim alanından öğrencilerimiz ünitelere göre dersin sorularına ulaşır.";DERS_MATERYALLERI-DERS_ISLEYIS_ANLATIMI-DESTEK;Derslerle ilgili örnek soruları nereden bulabilir ve bu sorular üzerinde çalışmalar yapabilirim?;Dersler için verilen örnek sorulara erişim ve çözüm süreci nasıl işler?;Derslerin örnek soru setlerini nereden indirebilir ve nasıl çözebilirim?;Örnek ders sorularını görüntüleme ve çözme işlemi için hangi adımları takip etmeliyim?;Derslerin pratik soru örneklerini nereden temin edebilirim ve çözüm yöntemleri nelerdir?;Derslere ait örnek soruları ve alıştırmaları nereden bulabilirim ve bunlar üzerinde nasıl çalışabilirim?;Dersler için sağlanan örnek sorulara nasıl ulaşırım ve çözüm yollarını nasıl öğrenebilirim?;Derslerimle ilgili örnek alıştırmaları ve soruları nasıl görebilirim ve bunları nasıl çözmeye başlayabilirim?;;;;;;;;;;;;
185;Derslere ilişkin uygulamaları (uygulama sorularını) nasıl tamamlarım?;"AUZEF programlarına kayıtlı tüm öğrenciler  AKSİS den  ""AUZEF Öğrenme Yönetim Sistemi"" alanına tıklayarak ders materyallerine ulaşır.
Ders materyallerine akademik takvimde ilan edilen eğitim öğretim başlangıç tarihlerinden itibaren  ulaşılır. 
Öğrenciler ""Derslerim"" ""Ders İçeriklerim"" ""Derse Git"" alanına tıklayarak dersin materyallerine ulaşır. 
Materyaller içinde Kitap (eKitap), Ünite, Konu anlatımı(video), Ünite sunumları, Sorularla Öğrenelim alanları bulunur. 
Sorularla öğrenelim alanından öğrencilerimiz ünitelere göre dersin sorularına ulaşır.";DERS_MATERYALLERI-DERS_ISLEYIS_ANLATIMI-DESTEK;Dersler için verilen uygulama sorularını tamamlama?;Derslere ait uygulama alıştırmalarını nasıl yapabilirim?;Uygulama sorularını çözerek ders uygulamalarını nasıl bitirebilirim?;Derslerime ait uygulama çalışmalarını nasıl tamamlayabilirim ve bu konuda kaynaklar nerede?;Derslerimdeki uygulama sorularını tamamlamak istiyorum?;Derslerin uygulama sorularını çözmek için hangi adımları izlemeliyim ve nereden başlamalıyım?;Dersler için önerilen uygulama sorularını çözme ve tamamlama kılavuzu nedir?;Derslerimin uygulama sorularını nasıl çözerim?;Derslerime ilişkin uygulama sorularını nereden bulabilirim?;;;;;;;;;;;
